Site ID,Customer ID,Site,City,Province,Province Name,Region,Latitude,Longitude
SITE-0260,CUST-025,Cedar Vancouver #2,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0261,CUST-026,Frontier Regina #1,Regina,SK,Saskatchewan,Prairies,50.4452,-104.6189
SITE-0262,CUST-026,Frontier Edmonton #2,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0263,CUST-026,Frontier Victoria #3,Victoria,BC,British Columbia,West,48.4284,-123.3656
SITE-0264,CUST-026,Frontier Calgary #4,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0265,CUST-026,Frontier Calgary #5,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0266,CUST-026,Frontier Edmonton #6,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0267,CUST-026,Frontier Calgary #7,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0268,CUST-026,Frontier Kitchener #8,Kitchener,ON,Ontario,Ontario,43.4516,-80.4925
SITE-0269,CUST-026,Frontier Edmonton #9,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0270,CUST-026,Frontier Laval #10,Laval,QC,Quebec,Quebec,45.6066,-73.7124
SITE-0271,CUST-026,Frontier Winnipeg #11,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0272,CUST-026,Frontier Gatineau #12,Gatineau,QC,Quebec,Quebec,45.4765,-75.7013
SITE-0273,CUST-026,Frontier Edmonton #13,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0274,CUST-026,Frontier Calgary #14,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0275,CUST-026,Frontier Regina #15,Regina,SK,Saskatchewan,Prairies,50.4452,-104.6189
SITE-0276,CUST-026,Frontier Edmonton #16,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0277,CUST-026,Frontier Red Deer #17,Red Deer,AB,Alberta,West,52.2681,-113.8112
SITE-0278,CUST-027,Trillium Ottawa #1,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0279,CUST-027,Trillium Calgary #2,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0280,CUST-027,Trillium Victoria #3,Victoria,BC,British Columbia,West,48.4284,-123.3656
SITE-0281,CUST-028,Beacon Montreal #1,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0282,CUST-028,Beacon Halifax #2,Halifax,NS,Nova Scotia,Atlantic,44.6488,-63.5752
SITE-0283,CUST-028,Beacon Ottawa #3,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0284,CUST-029,Pinecrest Calgary #1,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0285,CUST-029,Pinecrest Windsor #2,Windsor,ON,Ontario,Ontario,42.3149,-83.0364
SITE-0286,CUST-030,Summit Quebec City #1,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0287,CUST-030,Summit Hamilton #2,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0288,CUST-030,Summit Winnipeg #3,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0289,CUST-030,Summit Victoria #4,Victoria,BC,British Columbia,West,48.4284,-123.3656
SITE-0290,CUST-030,Summit Winnipeg #5,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0291,CUST-030,Summit Winnipeg #6,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0292,CUST-030,Summit Winnipeg #7,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0293,CUST-030,Summit Red Deer #8,Red Deer,AB,Alberta,West,52.2681,-113.8112
SITE-0294,CUST-030,Summit Winnipeg #9,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0295,CUST-030,Summit Winnipeg #10,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0296,CUST-030,Summit Surrey #11,Surrey,BC,British Columbia,West,49.1913,-122.849
SITE-0297,CUST-030,Summit Toronto #12,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0298,CUST-030,Summit Winnipeg #13,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0299,CUST-030,Summit Winnipeg #14,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0300,CUST-030,Summit Toronto #15,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0301,CUST-030,Summit Winnipeg #16,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0302,CUST-030,Summit Montreal #17,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0303,CUST-030,Summit Red Deer #18,Red Deer,AB,Alberta,West,52.2681,-113.8112
SITE-0304,CUST-030,Summit Vancouver #19,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0305,CUST-030,Summit Saskatoon #20,Saskatoon,SK,Saskatchewan,Prairies,52.1332,-106.67
SITE-0306,CUST-030,Summit Winnipeg #21,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0307,CUST-030,Summit Winnipeg #22,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0308,CUST-030,Summit Winnipeg #23,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0309,CUST-030,Summit Toronto #24,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0310,CUST-031,Crestview Toronto #1,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0311,CUST-031,Crestview Kelowna #2,Kelowna,BC,British Columbia,West,49.888,-119.496
SITE-0312,CUST-031,Crestview Surrey #3,Surrey,BC,British Columbia,West,49.1913,-122.849
SITE-0313,CUST-031,Crestview Hamilton #4,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0314,CUST-031,Crestview Vancouver #5,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0315,CUST-032,Meridian Mississauga #1,Mississauga,ON,Ontario,Ontario,43.589,-79.6441
SITE-0316,CUST-032,Meridian Hamilton #2,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0317,CUST-032,Meridian Toronto #3,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0318,CUST-032,Meridian Toronto #4,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0319,CUST-032,Meridian Sherbrooke #5,Sherbrooke,QC,Quebec,Quebec,45.4042,-71.8929
SITE-0320,CUST-032,Meridian Saskatoon #6,Saskatoon,SK,Saskatchewan,Prairies,52.1332,-106.67
SITE-0321,CUST-032,Meridian Kitchener #7,Kitchener,ON,Ontario,Ontario,43.4516,-80.4925
SITE-0322,CUST-032,Meridian Toronto #8,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0323,CUST-032,Meridian Toronto #9,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0324,CUST-032,Meridian Toronto #10,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0325,CUST-032,Meridian Toronto #11,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0326,CUST-032,Meridian Toronto #12,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0327,CUST-032,Meridian Kitchener #13,Kitchener,ON,Ontario,Ontario,43.4516,-80.4925
SITE-0328,CUST-032,Meridian Windsor #14,Windsor,ON,Ontario,Ontario,42.3149,-83.0364
SITE-0329,CUST-032,Meridian Montreal #15,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0330,CUST-032,Meridian Montreal #16,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0331,CUST-032,Meridian Ottawa #17,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0332,CUST-032,Meridian Saskatoon #18,Saskatoon,SK,Saskatchewan,Prairies,52.1332,-106.67
SITE-0333,CUST-032,Meridian Edmonton #19,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0334,CUST-032,Meridian Toronto #20,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0335,CUST-032,Meridian Toronto #21,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0336,CUST-032,Meridian Toronto #22,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0337,CUST-032,Meridian Toronto #23,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0338,CUST-032,Meridian Mississauga #24,Mississauga,ON,Ontario,Ontario,43.589,-79.6441
SITE-0339,CUST-032,Meridian Kingston #25,Kingston,ON,Ontario,Ontario,44.2312,-76.486
SITE-0340,CUST-033,Boreal Montreal #1,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0341,CUST-033,Boreal Calgary #2,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0342,CUST-033,Boreal Montreal #3,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0343,CUST-033,Boreal Calgary #4,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0344,CUST-033,Boreal Toronto #5,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0345,CUST-033,Boreal Montreal #6,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0346,CUST-033,Boreal Edmonton #7,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0347,CUST-033,Boreal Ottawa #8,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0348,CUST-033,Boreal Red Deer #9,Red Deer,AB,Alberta,West,52.2681,-113.8112
SITE-0349,CUST-033,Boreal Calgary #10,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0350,CUST-033,Boreal Toronto #11,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0351,CUST-033,Boreal Regina #12,Regina,SK,Saskatchewan,Prairies,50.4452,-104.6189
SITE-0352,CUST-033,Boreal Edmonton #13,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0353,CUST-033,Boreal Calgary #14,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0354,CUST-034,Evergreen Calgary #1,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0355,CUST-034,Evergreen Kingston #2,Kingston,ON,Ontario,Ontario,44.2312,-76.486
SITE-0356,CUST-034,Evergreen Saskatoon #3,Saskatoon,SK,Saskatchewan,Prairies,52.1332,-106.67
SITE-0357,CUST-034,Evergreen Toronto #4,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0358,CUST-034,Evergreen Calgary #5,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0359,CUST-034,Evergreen Toronto #6,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0360,CUST-034,Evergreen Ottawa #7,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0361,CUST-034,Evergreen Calgary #8,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0362,CUST-034,Evergreen Sherbrooke #9,Sherbrooke,QC,Quebec,Quebec,45.4042,-71.8929
SITE-0363,CUST-034,Evergreen Calgary #10,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0364,CUST-034,Evergreen Hamilton #11,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0365,CUST-034,Evergreen Calgary #12,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0366,CUST-034,Evergreen Red Deer #13,Red Deer,AB,Alberta,West,52.2681,-113.8112
SITE-0367,CUST-034,Evergreen Gatineau #14,Gatineau,QC,Quebec,Quebec,45.4765,-75.7013
SITE-0368,CUST-034,Evergreen Edmonton #15,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0369,CUST-034,Evergreen Edmonton #16,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0370,CUST-035,Ridgeline Victoria #1,Victoria,BC,British Columbia,West,48.4284,-123.3656
SITE-0371,CUST-035,Ridgeline Quebec City #2,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0372,CUST-035,Ridgeline Calgary #3,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0373,CUST-035,Ridgeline Vancouver #4,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0374,CUST-035,Ridgeline Mississauga #5,Mississauga,ON,Ontario,Ontario,43.589,-79.6441
SITE-0375,CUST-035,Ridgeline Winnipeg #6,Winnipeg,MB,Manitoba,Prairies,49.8951,-97.1384
SITE-0376,CUST-035,Ridgeline St. John's #7,St. John's,NL,Newfoundland and Labrador,Atlantic,47.5615,-52.7126
SITE-0377,CUST-035,Ridgeline Vancouver #8,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0378,CUST-035,Ridgeline Victoria #9,Victoria,BC,British Columbia,West,48.4284,-123.3656
SITE-0379,CUST-035,Ridgeline St. John's #10,St. John's,NL,Newfoundland and Labrador,Atlantic,47.5615,-52.7126
SITE-0380,CUST-035,Ridgeline Red Deer #11,Red Deer,AB,Alberta,West,52.2681,-113.8112
SITE-0381,CUST-035,Ridgeline Kelowna #12,Kelowna,BC,British Columbia,West,49.888,-119.496
SITE-0382,CUST-036,Highland Hamilton #1,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0383,CUST-036,Highland Ottawa #2,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0384,CUST-036,Highland Toronto #3,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0385,CUST-036,Highland Toronto #4,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0386,CUST-036,Highland Kitchener #5,Kitchener,ON,Ontario,Ontario,43.4516,-80.4925
SITE-0387,CUST-036,Highland Kitchener #6,Kitchener,ON,Ontario,Ontario,43.4516,-80.4925
SITE-0388,CUST-036,Highland Vancouver #7,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0389,CUST-036,Highland Montreal #8,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0390,CUST-036,Highland Ottawa #9,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0391,CUST-036,Highland Toronto #10,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0392,CUST-036,Highland Toronto #11,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0393,CUST-036,Highland Halifax #12,Halifax,NS,Nova Scotia,Atlantic,44.6488,-63.5752
SITE-0394,CUST-036,Highland Hamilton #13,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0395,CUST-036,Highland Ottawa #14,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0396,CUST-036,Highland Ottawa #15,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0397,CUST-036,Highland Kitchener #16,Kitchener,ON,Ontario,Ontario,43.4516,-80.4925
SITE-0398,CUST-036,Highland Toronto #17,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0399,CUST-036,Highland Toronto #18,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0400,CUST-036,Highland Toronto #19,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0401,CUST-036,Highland Mississauga #20,Mississauga,ON,Ontario,Ontario,43.589,-79.6441
SITE-0402,CUST-037,Glacier Toronto #1,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0403,CUST-037,Glacier Laval #2,Laval,QC,Quebec,Quebec,45.6066,-73.7124
SITE-0404,CUST-037,Glacier Moncton #3,Moncton,NB,New Brunswick,Atlantic,46.0878,-64.7782
SITE-0405,CUST-037,Glacier Sherbrooke #4,Sherbrooke,QC,Quebec,Quebec,45.4042,-71.8929
SITE-0406,CUST-037,Glacier Calgary #5,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0407,CUST-037,Glacier Vancouver #6,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0408,CUST-037,Glacier Quebec City #7,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0409,CUST-037,Glacier Quebec City #8,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0410,CUST-037,Glacier Edmonton #9,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0411,CUST-037,Glacier Quebec City #10,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0412,CUST-037,Glacier Montreal #11,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0413,CUST-037,Glacier Quebec City #12,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0414,CUST-037,Glacier Edmonton #13,Edmonton,AB,Alberta,West,53.5461,-113.4938
SITE-0415,CUST-037,Glacier Vancouver #14,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0416,CUST-037,Glacier Montreal #15,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0417,CUST-037,Glacier Calgary #16,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0418,CUST-037,Glacier Laval #17,Laval,QC,Quebec,Quebec,45.6066,-73.7124
SITE-0419,CUST-037,Glacier Montreal #18,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0420,CUST-038,Harbour Toronto #1,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0421,CUST-038,Harbour Toronto #2,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0422,CUST-038,Harbour Toronto #3,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0423,CUST-038,Harbour Toronto #4,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0424,CUST-038,Harbour Calgary #5,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0425,CUST-038,Harbour Toronto #6,Toronto,ON,Ontario,Ontario,43.6532,-79.3832
SITE-0426,CUST-038,Harbour London #7,London,ON,Ontario,Ontario,42.9849,-81.2453
SITE-0427,CUST-038,Harbour Windsor #8,Windsor,ON,Ontario,Ontario,42.3149,-83.0364
SITE-0428,CUST-039,Quarry Montreal #1,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0429,CUST-039,Quarry Quebec City #2,Quebec City,QC,Quebec,Quebec,46.8139,-71.208
SITE-0430,CUST-039,Quarry Hamilton #3,Hamilton,ON,Ontario,Ontario,43.2557,-79.8711
SITE-0431,CUST-039,Quarry Laval #4,Laval,QC,Quebec,Quebec,45.6066,-73.7124
SITE-0432,CUST-039,Quarry Calgary #5,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0433,CUST-039,Quarry Calgary #6,Calgary,AB,Alberta,West,51.0447,-114.0719
SITE-0434,CUST-039,Quarry Montreal #7,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0435,CUST-039,Quarry Montreal #8,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0436,CUST-039,Quarry Montreal #9,Montreal,QC,Quebec,Quebec,45.5017,-73.5673
SITE-0437,CUST-040,Tundra London #1,London,ON,Ontario,Ontario,42.9849,-81.2453
SITE-0438,CUST-040,Tundra Ottawa #2,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0439,CUST-040,Tundra Ottawa #3,Ottawa,ON,Ontario,Ontario,45.4215,-75.6972
SITE-0440,CUST-040,Tundra Sherbrooke #4,Sherbrooke,QC,Quebec,Quebec,45.4042,-71.8929
SITE-0441,CUST-040,Tundra Vancouver #5,Vancouver,BC,British Columbia,West,49.2827,-123.1207
SITE-0442,CUST-040,Tundra Mississauga #6,Mississauga,ON,Ontario,Ontario,43.589,-79.6441
SITE-0443,CUST-040,Tundra Windsor #7,Windsor,ON,Ontario,Ontario,42.3149,-83.0364
SITE-0444,CUST-040,Tundra Windsor #8,Windsor,ON,Ontario,Ontario,42.3149,-83.0364
