Snapshot Date,Service Type,Age Band,Age Band Order,Open Tickets,Past Due Tickets,Critical Or Major,High Risk Tickets
2025-11-01,Managed Security,0-24h,1,15,0,3,0
2025-11-01,Managed Security,1-3d,2,14,1,1,1
2025-11-01,Managed Security,3-7d,3,2,0,0,0
2025-11-01,Managed Security,7-30d,4,2,2,0,1
2025-11-01,Managed Security,30d+,5,0,0,0,0
2025-11-01,MPLS WAN,0-24h,1,21,0,1,1
2025-11-01,MPLS WAN,1-3d,2,19,3,1,2
2025-11-01,MPLS WAN,3-7d,3,3,1,0,0
2025-11-01,MPLS WAN,7-30d,4,2,2,0,1
2025-11-01,MPLS WAN,30d+,5,0,0,0,0
2025-11-01,SD-WAN,0-24h,1,54,0,7,8
2025-11-01,SD-WAN,1-3d,2,54,4,2,18
2025-11-01,SD-WAN,3-7d,3,17,8,0,4
2025-11-01,SD-WAN,7-30d,4,5,5,0,5
2025-11-01,SD-WAN,30d+,5,0,0,0,0
2025-12-01,Business Voice (SIP),0-24h,1,19,0,0,7
2025-12-01,Business Voice (SIP),1-3d,2,11,0,0,2
2025-12-01,Business Voice (SIP),3-7d,3,10,5,0,2
2025-12-01,Business Voice (SIP),7-30d,4,2,2,0,2
2025-12-01,Business Voice (SIP),30d+,5,1,1,0,1
2025-12-01,Dedicated Internet,0-24h,1,14,0,2,4
2025-12-01,Dedicated Internet,1-3d,2,22,1,0,5
2025-12-01,Dedicated Internet,3-7d,3,18,8,0,4
2025-12-01,Dedicated Internet,7-30d,4,3,3,0,2
2025-12-01,Dedicated Internet,30d+,5,0,0,0,0
2025-12-01,Managed Cloud,0-24h,1,15,0,0,1
2025-12-01,Managed Cloud,1-3d,2,10,1,0,0
2025-12-01,Managed Cloud,3-7d,3,3,1,0,0
2025-12-01,Managed Cloud,7-30d,4,2,2,0,2
2025-12-01,Managed Cloud,30d+,5,0,0,0,0
2025-12-01,Managed Security,0-24h,1,5,0,2,0
2025-12-01,Managed Security,1-3d,2,7,2,2,2
2025-12-01,Managed Security,3-7d,3,5,0,0,0
2025-12-01,Managed Security,7-30d,4,1,1,0,0
2025-12-01,Managed Security,30d+,5,0,0,0,0
2025-12-01,MPLS WAN,0-24h,1,7,0,1,4
2025-12-01,MPLS WAN,1-3d,2,12,2,1,7
2025-12-01,MPLS WAN,3-7d,3,11,5,0,2
2025-12-01,MPLS WAN,7-30d,4,1,1,0,1
2025-12-01,MPLS WAN,30d+,5,0,0,0,0
2025-12-01,SD-WAN,0-24h,1,26,0,2,17
2025-12-01,SD-WAN,1-3d,2,33,1,0,18
2025-12-01,SD-WAN,3-7d,3,24,15,0,7
2025-12-01,SD-WAN,7-30d,4,5,5,0,4
2025-12-01,SD-WAN,30d+,5,0,0,0,0
2026-01-01,Business Voice (SIP),0-24h,1,46,0,4,0
2026-01-01,Business Voice (SIP),1-3d,2,23,2,1,0
2026-01-01,Business Voice (SIP),3-7d,3,6,2,0,1
2026-01-01,Business Voice (SIP),7-30d,4,7,7,0,3
2026-01-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-01-01,Dedicated Internet,0-24h,1,56,1,2,0
2026-01-01,Dedicated Internet,1-3d,2,31,1,0,5
2026-01-01,Dedicated Internet,3-7d,3,8,5,0,7
2026-01-01,Dedicated Internet,7-30d,4,7,7,0,2
2026-01-01,Dedicated Internet,30d+,5,0,0,0,0
2026-01-01,Managed Cloud,0-24h,1,24,0,1,1
2026-01-01,Managed Cloud,1-3d,2,13,0,0,0
2026-01-01,Managed Cloud,3-7d,3,2,0,0,0
2026-01-01,Managed Cloud,7-30d,4,2,2,0,1
2026-01-01,Managed Cloud,30d+,5,0,0,0,0
2026-01-01,Managed Security,0-24h,1,15,0,1,1
2026-01-01,Managed Security,1-3d,2,19,1,0,1
2026-01-01,Managed Security,3-7d,3,4,1,0,1
2026-01-01,Managed Security,7-30d,4,2,2,0,0
2026-01-01,Managed Security,30d+,5,0,0,0,0
2026-01-01,MPLS WAN,0-24h,1,18,0,2,4
2026-01-01,MPLS WAN,1-3d,2,17,1,0,4
2026-01-01,MPLS WAN,3-7d,3,6,3,0,3
2026-01-01,MPLS WAN,7-30d,4,0,0,0,0
2026-01-01,MPLS WAN,30d+,5,0,0,0,0
2026-01-01,SD-WAN,0-24h,1,52,0,4,5
2026-01-01,SD-WAN,1-3d,2,38,3,1,17
2026-01-01,SD-WAN,3-7d,3,7,3,0,3
2026-01-01,SD-WAN,7-30d,4,5,5,1,3
2026-01-01,SD-WAN,30d+,5,0,0,0,0
2026-02-01,Business Voice (SIP),0-24h,1,26,0,1,11
2026-02-01,Business Voice (SIP),1-3d,2,36,3,1,3
2026-02-01,Business Voice (SIP),3-7d,3,8,5,0,2
2026-02-01,Business Voice (SIP),7-30d,4,3,3,0,1
2026-02-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-02-01,Dedicated Internet,0-24h,1,28,0,2,8
2026-02-01,Dedicated Internet,1-3d,2,38,2,1,5
2026-02-01,Dedicated Internet,3-7d,3,15,6,0,5
2026-02-01,Dedicated Internet,7-30d,4,4,4,0,3
2026-02-01,Dedicated Internet,30d+,5,0,0,0,0
2026-02-01,Managed Cloud,0-24h,1,7,0,0,1
2026-02-01,Managed Cloud,1-3d,2,12,1,0,0
2026-02-01,Managed Cloud,3-7d,3,2,0,0,0
2026-02-01,Managed Cloud,7-30d,4,2,2,0,0
2026-02-01,Managed Cloud,30d+,5,0,0,0,0
2026-02-01,Managed Security,0-24h,1,17,0,2,1
2026-02-01,Managed Security,1-3d,2,12,0,0,0
2026-02-01,Managed Security,3-7d,3,2,1,0,1
2026-02-01,Managed Security,7-30d,4,0,0,0,0
2026-02-01,Managed Security,30d+,5,0,0,0,0
2026-02-01,MPLS WAN,0-24h,1,8,0,1,5
2026-02-01,MPLS WAN,1-3d,2,12,0,0,1
2026-02-01,MPLS WAN,3-7d,3,9,8,0,5
2026-02-01,MPLS WAN,7-30d,4,0,0,0,0
2026-02-01,MPLS WAN,30d+,5,0,0,0,0
2026-02-01,SD-WAN,0-24h,1,35,3,8,12
2026-02-01,SD-WAN,1-3d,2,45,4,0,8
2026-02-01,SD-WAN,3-7d,3,28,14,0,15
2026-02-01,SD-WAN,7-30d,4,6,6,0,3
2026-02-01,SD-WAN,30d+,5,0,0,0,0
2026-03-01,Business Voice (SIP),0-24h,1,17,0,3,3
2026-03-01,Business Voice (SIP),1-3d,2,35,1,1,5
2026-03-01,Business Voice (SIP),3-7d,3,10,5,0,3
2026-03-01,Business Voice (SIP),7-30d,4,3,3,0,2
2026-03-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-03-01,Dedicated Internet,0-24h,1,31,0,1,9
2026-03-01,Dedicated Internet,1-3d,2,47,2,0,8
2026-03-01,Dedicated Internet,3-7d,3,12,7,0,6
2026-03-01,Dedicated Internet,7-30d,4,7,7,0,7
2026-03-01,Dedicated Internet,30d+,5,1,1,0,1
2026-03-01,Managed Cloud,0-24h,1,9,0,2,0
2026-03-01,Managed Cloud,1-3d,2,15,2,2,0
2026-03-01,Managed Cloud,3-7d,3,3,2,0,2
2026-03-01,Managed Cloud,7-30d,4,2,2,0,2
2026-03-01,Managed Cloud,30d+,5,0,0,0,0
2026-03-01,Managed Security,0-24h,1,20,0,2,1
2026-03-01,Managed Security,1-3d,2,12,0,1,0
2026-03-01,Managed Security,3-7d,3,3,2,0,0
2026-03-01,Managed Security,7-30d,4,0,0,0,0
2026-03-01,Managed Security,30d+,5,0,0,0,0
2026-03-01,MPLS WAN,0-24h,1,8,0,1,3
2026-03-01,MPLS WAN,1-3d,2,7,0,0,1
2026-03-01,MPLS WAN,3-7d,3,3,1,0,1
2026-03-01,MPLS WAN,7-30d,4,0,0,0,0
2026-03-01,MPLS WAN,30d+,5,0,0,0,0
2026-03-01,SD-WAN,0-24h,1,24,0,0,14
2026-03-01,SD-WAN,1-3d,2,38,4,1,11
2026-03-01,SD-WAN,3-7d,3,30,16,0,17
2026-03-01,SD-WAN,7-30d,4,13,13,0,8
2026-03-01,SD-WAN,30d+,5,0,0,0,0
2026-04-01,Business Voice (SIP),0-24h,1,45,0,1,3
2026-04-01,Business Voice (SIP),1-3d,2,28,1,0,8
2026-04-01,Business Voice (SIP),3-7d,3,10,8,0,3
2026-04-01,Business Voice (SIP),7-30d,4,3,3,0,1
2026-04-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-04-01,Dedicated Internet,0-24h,1,59,1,5,2
2026-04-01,Dedicated Internet,1-3d,2,20,3,0,4
2026-04-01,Dedicated Internet,3-7d,3,12,9,0,3
2026-04-01,Dedicated Internet,7-30d,4,2,2,0,1
2026-04-01,Dedicated Internet,30d+,5,0,0,0,0
2026-04-01,Managed Cloud,0-24h,1,26,0,3,1
2026-04-01,Managed Cloud,1-3d,2,17,2,0,3
2026-04-01,Managed Cloud,3-7d,3,3,2,0,2
2026-04-01,Managed Cloud,7-30d,4,3,3,0,2
2026-04-01,Managed Cloud,30d+,5,0,0,0,0
2026-04-01,Managed Security,0-24h,1,26,0,4,1
2026-04-01,Managed Security,1-3d,2,10,0,0,2
2026-04-01,Managed Security,3-7d,3,3,3,0,0
2026-04-01,Managed Security,7-30d,4,0,0,0,0
2026-04-01,Managed Security,30d+,5,0,0,0,0
2026-04-01,MPLS WAN,0-24h,1,28,0,2,3
2026-04-01,MPLS WAN,1-3d,2,16,0,0,6
2026-04-01,MPLS WAN,3-7d,3,6,1,0,3
2026-04-01,MPLS WAN,7-30d,4,2,2,0,1
2026-04-01,MPLS WAN,30d+,5,0,0,0,0
2026-04-01,SD-WAN,0-24h,1,57,0,6,6
2026-04-01,SD-WAN,1-3d,2,43,3,1,12
2026-04-01,SD-WAN,3-7d,3,19,10,0,10
2026-04-01,SD-WAN,7-30d,4,7,7,0,5
2026-04-01,SD-WAN,30d+,5,0,0,0,0
2026-05-01,Business Voice (SIP),0-24h,1,52,0,5,4
2026-05-01,Business Voice (SIP),1-3d,2,35,1,1,2
2026-05-01,Business Voice (SIP),3-7d,3,9,4,0,3
2026-05-01,Business Voice (SIP),7-30d,4,1,1,0,0
2026-05-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-05-01,Dedicated Internet,0-24h,1,50,0,6,6
2026-05-01,Dedicated Internet,1-3d,2,39,3,1,4
2026-05-01,Dedicated Internet,3-7d,3,12,6,0,6
2026-05-01,Dedicated Internet,7-30d,4,3,3,0,2
2026-05-01,Dedicated Internet,30d+,5,0,0,0,0
2026-05-01,Managed Cloud,0-24h,1,26,0,3,0
2026-05-01,Managed Cloud,1-3d,2,9,0,0,0
2026-05-01,Managed Cloud,3-7d,3,4,3,0,0
2026-05-01,Managed Cloud,7-30d,4,0,0,0,0
2026-05-01,Managed Cloud,30d+,5,0,0,0,0
2026-05-01,Managed Security,0-24h,1,25,0,1,0
2026-05-01,Managed Security,1-3d,2,9,2,0,0
2026-05-01,Managed Security,3-7d,3,1,0,0,0
2026-05-01,Managed Security,7-30d,4,1,1,0,1
2026-05-01,Managed Security,30d+,5,0,0,0,0
2026-05-01,MPLS WAN,0-24h,1,20,0,2,1
2026-05-01,MPLS WAN,1-3d,2,23,1,1,3
2026-05-01,MPLS WAN,3-7d,3,6,1,0,2
2026-05-01,MPLS WAN,7-30d,4,1,1,0,0
2026-05-01,MPLS WAN,30d+,5,0,0,0,0
2026-05-01,SD-WAN,0-24h,1,55,1,8,10
2026-05-01,SD-WAN,1-3d,2,59,6,1,22
2026-05-01,SD-WAN,3-7d,3,20,10,0,13
2026-05-01,SD-WAN,7-30d,4,5,5,0,2
2026-05-01,SD-WAN,30d+,5,0,0,0,0
2026-06-01,Business Voice (SIP),0-24h,1,19,0,2,4
2026-06-01,Business Voice (SIP),1-3d,2,17,5,0,0
2026-06-01,Business Voice (SIP),3-7d,3,14,8,0,3
2026-06-01,Business Voice (SIP),7-30d,4,3,3,0,0
2026-06-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-06-01,Dedicated Internet,0-24h,1,20,0,3,5
2026-06-01,Dedicated Internet,1-3d,2,20,0,0,5
2026-06-01,Dedicated Internet,3-7d,3,17,9,0,5
2026-06-01,Dedicated Internet,7-30d,4,3,3,0,3
2026-06-01,Dedicated Internet,30d+,5,0,0,0,0
2026-06-01,Managed Cloud,0-24h,1,8,0,0,0
2026-06-01,Managed Cloud,1-3d,2,6,1,0,0
2026-06-01,Managed Cloud,3-7d,3,5,4,0,2
2026-06-01,Managed Cloud,7-30d,4,0,0,0,0
2026-06-01,Managed Cloud,30d+,5,0,0,0,0
2026-06-01,Managed Security,0-24h,1,4,0,0,0
2026-06-01,Managed Security,1-3d,2,4,0,0,0
2026-06-01,Managed Security,3-7d,3,6,4,0,0
2026-06-01,Managed Security,7-30d,4,0,0,0,0
2026-06-01,Managed Security,30d+,5,0,0,0,0
2026-06-01,MPLS WAN,0-24h,1,4,0,1,2
2026-06-01,MPLS WAN,1-3d,2,9,0,0,2
2026-06-01,MPLS WAN,3-7d,3,5,3,0,2
2026-06-01,MPLS WAN,7-30d,4,1,1,0,1
2026-06-01,MPLS WAN,30d+,5,0,0,0,0
2026-06-01,SD-WAN,0-24h,1,26,1,2,13
2026-06-01,SD-WAN,1-3d,2,33,4,1,13
2026-06-01,SD-WAN,3-7d,3,30,18,0,11
2026-06-01,SD-WAN,7-30d,4,8,8,0,6
2026-06-01,SD-WAN,30d+,5,0,0,0,0
2026-07-01,Business Voice (SIP),0-24h,1,75,1,5,5
2026-07-01,Business Voice (SIP),1-3d,2,30,2,0,7
2026-07-01,Business Voice (SIP),3-7d,3,7,5,0,2
2026-07-01,Business Voice (SIP),7-30d,4,1,1,0,1
2026-07-01,Business Voice (SIP),30d+,5,0,0,0,0
2026-07-01,Dedicated Internet,0-24h,1,65,0,5,4
2026-07-01,Dedicated Internet,1-3d,2,37,4,2,7
2026-07-01,Dedicated Internet,3-7d,3,9,3,0,3
2026-07-01,Dedicated Internet,7-30d,4,6,6,0,2
2026-07-01,Dedicated Internet,30d+,5,0,0,0,0
2026-07-01,Managed Cloud,0-24h,1,32,0,1,0
2026-07-01,Managed Cloud,1-3d,2,12,1,0,1
2026-07-01,Managed Cloud,3-7d,3,7,2,0,3
2026-07-01,Managed Cloud,7-30d,4,3,3,0,1
2026-07-01,Managed Cloud,30d+,5,0,0,0,0
2026-07-01,Managed Security,0-24h,1,20,0,1,0
2026-07-01,Managed Security,1-3d,2,11,2,1,0
2026-07-01,Managed Security,3-7d,3,2,1,0,0
2026-07-01,Managed Security,7-30d,4,1,1,0,0
2026-07-01,Managed Security,30d+,5,0,0,0,0
2026-07-01,MPLS WAN,0-24h,1,20,1,3,2
2026-07-01,MPLS WAN,1-3d,2,13,0,0,0
2026-07-01,MPLS WAN,3-7d,3,4,1,0,1
2026-07-01,MPLS WAN,7-30d,4,1,1,0,1
2026-07-01,MPLS WAN,30d+,5,0,0,0,0
2026-07-01,SD-WAN,0-24h,1,60,0,8,10
2026-07-01,SD-WAN,1-3d,2,36,1,0,13
2026-07-01,SD-WAN,3-7d,3,16,9,0,11
2026-07-01,SD-WAN,7-30d,4,9,9,0,7
2026-07-01,SD-WAN,30d+,5,1,1,0,1
